# library	entry_point	managed_return	abi_return
steam_api	SteamAPI_ISteamRemoteStorage_DeletePublishedFile	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_EndFileWriteBatch	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_EnumeratePublishedFilesByUserAction	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_EnumeratePublishedWorkshopFiles	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_EnumerateUserPublishedFiles	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_EnumerateUserSharedWorkshopFiles	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_EnumerateUserSubscribedFiles	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileDelete	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileExists	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileForget	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_FilePersisted	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileRead	int	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileReadAsync	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileReadAsyncComplete	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileShare	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileWrite	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileWriteAsync	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileWriteStreamCancel	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileWriteStreamClose	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileWriteStreamOpen	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_FileWriteStreamWriteChunk	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetCachedUGCCount	int	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetCachedUGCHandle	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetFileCount	int	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetFileNameAndSize	IntPtr	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetFileSize	int	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetFileTimestamp	long	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetLocalFileChange	IntPtr	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetLocalFileChangeCount	int	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetPublishedFileDetails	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetPublishedItemVoteDetails	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetQuota	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetSyncPlatforms	ERemoteStoragePlatform	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetUGCDetails	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetUGCDownloadProgress	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_GetUserPublishedItemVoteDetails	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_IsCloudEnabledForAccount	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_IsCloudEnabledForApp	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_PublishVideo	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_PublishWorkshopFile	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_SetCloudEnabledForApp	void	void
steam_api	SteamAPI_ISteamRemoteStorage_SetSyncPlatforms	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_SetUserPublishedFileAction	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_SubscribePublishedFile	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_UGCDownload	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_UGCDownloadToLocation	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_UGCRead	int	u64
steam_api	SteamAPI_ISteamRemoteStorage_UnsubscribePublishedFile	ulong	u64
steam_api	SteamAPI_ISteamRemoteStorage_UpdatePublishedFileDescription	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_UpdatePublishedFileFile	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_UpdatePublishedFilePreviewFile	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_UpdatePublishedFileSetChangeDescription	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_UpdatePublishedFileTags	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_UpdatePublishedFileTitle	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_UpdatePublishedFileVisibility	bool	u64
steam_api	SteamAPI_ISteamRemoteStorage_UpdateUserPublishedItemVote	ulong	u64
steam_api	SteamAPI_ISteamScreenshots_AddScreenshotToLibrary	uint	u64
steam_api	SteamAPI_ISteamScreenshots_AddVRScreenshotToLibrary	uint	u64
steam_api	SteamAPI_ISteamScreenshots_HookScreenshots	void	void
steam_api	SteamAPI_ISteamScreenshots_IsScreenshotsHooked	bool	u64
steam_api	SteamAPI_ISteamScreenshots_SetLocation	bool	u64
steam_api	SteamAPI_ISteamScreenshots_TagPublishedFile	bool	u64
steam_api	SteamAPI_ISteamScreenshots_TagUser	bool	u64
steam_api	SteamAPI_ISteamScreenshots_TriggerScreenshot	void	void
steam_api	SteamAPI_ISteamScreenshots_WriteScreenshot	uint	u64
steam_api	SteamAPI_ISteamUGC_AddAppDependency	ulong	u64
steam_api	SteamAPI_ISteamUGC_AddContentDescriptor	bool	u64
steam_api	SteamAPI_ISteamUGC_AddDependency	ulong	u64
steam_api	SteamAPI_ISteamUGC_AddExcludedTag	bool	u64
steam_api	SteamAPI_ISteamUGC_AddItemKeyValueTag	bool	u64
steam_api	SteamAPI_ISteamUGC_AddItemPreviewFile	bool	u64
steam_api	SteamAPI_ISteamUGC_AddItemPreviewVideo	bool	u64
steam_api	SteamAPI_ISteamUGC_AddItemToFavorites	ulong	u64
steam_api	SteamAPI_ISteamUGC_AddRequiredKeyValueTag	bool	u64
steam_api	SteamAPI_ISteamUGC_AddRequiredTag	bool	u64
steam_api	SteamAPI_ISteamUGC_AddRequiredTagGroup	bool	u64
steam_api	SteamAPI_ISteamUGC_BInitWorkshopForGameServer	bool	u64
steam_api	SteamAPI_ISteamUGC_CreateItem	ulong	u64
steam_api	SteamAPI_ISteamUGC_CreateQueryAllUGCRequestCursor	ulong	u64
steam_api	SteamAPI_ISteamUGC_CreateQueryAllUGCRequestPage	ulong	u64
steam_api	SteamAPI_ISteamUGC_CreateQueryUGCDetailsRequest	ulong	u64
steam_api	SteamAPI_ISteamUGC_CreateQueryUserUGCRequest	ulong	u64
steam_api	SteamAPI_ISteamUGC_DeleteItem	ulong	u64
steam_api	SteamAPI_ISteamUGC_DownloadItem	bool	u64
steam_api	SteamAPI_ISteamUGC_GetAppDependencies	ulong	u64
steam_api	SteamAPI_ISteamUGC_GetItemDownloadInfo	bool	u64
steam_api	SteamAPI_ISteamUGC_GetItemInstallInfo	bool	u64
steam_api	SteamAPI_ISteamUGC_GetItemState	uint	u64
steam_api	SteamAPI_ISteamUGC_GetItemUpdateProgress	EItemUpdateStatus	u64
steam_api	SteamAPI_ISteamUGC_GetNumSubscribedItems	uint	u64
steam_api	SteamAPI_ISteamUGC_GetQueryFirstUGCKeyValueTag	bool	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCAdditionalPreview	bool	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCChildren	bool	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCContentDescriptors	uint	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCKeyValueTag	bool	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCMetadata	bool	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCNumAdditionalPreviews	uint	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCNumKeyValueTags	uint	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCNumTags	uint	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCPreviewURL	bool	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCResult	bool	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCStatistic	bool	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCTag	bool	u64
steam_api	SteamAPI_ISteamUGC_GetQueryUGCTagDisplayName	bool	u64
steam_api	SteamAPI_ISteamUGC_GetSubscribedItems	uint	u64
steam_api	SteamAPI_ISteamUGC_GetUserItemVote	ulong	u64
steam_api	SteamAPI_ISteamUGC_GetWorkshopEULAStatus	ulong	u64
steam_api	SteamAPI_ISteamUGC_ReleaseQueryUGCRequest	bool	u64
steam_api	SteamAPI_ISteamUGC_RemoveAllItemKeyValueTags	bool	u64
steam_api	SteamAPI_ISteamUGC_RemoveAppDependency	ulong	u64
steam_api	SteamAPI_ISteamUGC_RemoveContentDescriptor	bool	u64
steam_api	SteamAPI_ISteamUGC_RemoveDependency	ulong	u64
steam_api	SteamAPI_ISteamUGC_RemoveItemFromFavorites	ulong	u64
steam_api	SteamAPI_ISteamUGC_RemoveItemKeyValueTags	bool	u64
steam_api	SteamAPI_ISteamUGC_RemoveItemPreview	bool	u64
steam_api	SteamAPI_ISteamUGC_RequestUGCDetails	ulong	u64
steam_api	SteamAPI_ISteamUGC_SendQueryUGCRequest	ulong	u64
steam_api	SteamAPI_ISteamUGC_SetAllowCachedResponse	bool	u64
steam_api	SteamAPI_ISteamUGC_SetAllowLegacyUpload	bool	u64
steam_api	SteamAPI_ISteamUGC_SetCloudFileNameFilter	bool	u64
steam_api	SteamAPI_ISteamUGC_SetItemContent	bool	u64
steam_api	SteamAPI_ISteamUGC_SetItemDescription	bool	u64
steam_api	SteamAPI_ISteamUGC_SetItemMetadata	bool	u64
steam_api	SteamAPI_ISteamUGC_SetItemPreview	bool	u64
steam_api	SteamAPI_ISteamUGC_SetItemTags	bool	u64
steam_api	SteamAPI_ISteamUGC_SetItemTitle	bool	u64
steam_api	SteamAPI_ISteamUGC_SetItemUpdateLanguage	bool	u64
steam_api	SteamAPI_ISteamUGC_SetItemVisibility	bool	u64
steam_api	SteamAPI_ISteamUGC_SetLanguage	bool	u64
steam_api	SteamAPI_ISteamUGC_SetMatchAnyTag	bool	u64
steam_api	SteamAPI_ISteamUGC_SetRankedByTrendDays	bool	u64
steam_api	SteamAPI_ISteamUGC_SetReturnAdditionalPreviews	bool	u64
steam_api	SteamAPI_ISteamUGC_SetReturnChildren	bool	u64
steam_api	SteamAPI_ISteamUGC_SetReturnKeyValueTags	bool	u64
steam_api	SteamAPI_ISteamUGC_SetReturnLongDescription	bool	u64
steam_api	SteamAPI_ISteamUGC_SetReturnMetadata	bool	u64
steam_api	SteamAPI_ISteamUGC_SetReturnOnlyIDs	bool	u64
steam_api	SteamAPI_ISteamUGC_SetReturnPlaytimeStats	bool	u64
steam_api	SteamAPI_ISteamUGC_SetReturnTotalOnly	bool	u64
steam_api	SteamAPI_ISteamUGC_SetSearchText	bool	u64
steam_api	SteamAPI_ISteamUGC_SetTimeCreatedDateRange	bool	u64
steam_api	SteamAPI_ISteamUGC_SetTimeUpdatedDateRange	bool	u64
steam_api	SteamAPI_ISteamUGC_SetUserItemVote	ulong	u64
steam_api	SteamAPI_ISteamUGC_ShowWorkshopEULA	bool	u64
steam_api	SteamAPI_ISteamUGC_StartItemUpdate	ulong	u64
steam_api	SteamAPI_ISteamUGC_StartPlaytimeTracking	ulong	u64
steam_api	SteamAPI_ISteamUGC_StopPlaytimeTracking	ulong	u64
steam_api	SteamAPI_ISteamUGC_StopPlaytimeTrackingForAllItems	ulong	u64
steam_api	SteamAPI_ISteamUGC_SubmitItemUpdate	ulong	u64
steam_api	SteamAPI_ISteamUGC_SubscribeItem	ulong	u64
steam_api	SteamAPI_ISteamUGC_SuspendDownloads	void	void
steam_api	SteamAPI_ISteamUGC_UnsubscribeItem	ulong	u64
steam_api	SteamAPI_ISteamUGC_UpdateItemPreviewFile	bool	u64
steam_api	SteamAPI_ISteamUGC_UpdateItemPreviewVideo	bool	u64
steam_api	SteamAPI_ISteamUserStats_AttachLeaderboardUGC	ulong	u64
steam_api	SteamAPI_ISteamUserStats_ClearAchievement	bool	u64
steam_api	SteamAPI_ISteamUserStats_DownloadLeaderboardEntries	ulong	u64
steam_api	SteamAPI_ISteamUserStats_DownloadLeaderboardEntriesForUsers	ulong	u64
steam_api	SteamAPI_ISteamUserStats_FindLeaderboard	ulong	u64
steam_api	SteamAPI_ISteamUserStats_FindOrCreateLeaderboard	ulong	u64
steam_api	SteamAPI_ISteamUserStats_GetAchievement	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetAchievementAchievedPercent	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetAchievementAndUnlockTime	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetAchievementDisplayAttribute	IntPtr	u64
steam_api	SteamAPI_ISteamUserStats_GetAchievementIcon	int	u64
steam_api	SteamAPI_ISteamUserStats_GetAchievementName	IntPtr	u64
steam_api	SteamAPI_ISteamUserStats_GetAchievementProgressLimitsFloat	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetAchievementProgressLimitsInt32	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetDownloadedLeaderboardEntry	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetGlobalStatDouble	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetGlobalStatHistoryDouble	int	u64
steam_api	SteamAPI_ISteamUserStats_GetGlobalStatHistoryInt64	int	u64
steam_api	SteamAPI_ISteamUserStats_GetGlobalStatInt64	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetLeaderboardDisplayType	ELeaderboardDisplayType	u64
steam_api	SteamAPI_ISteamUserStats_GetLeaderboardEntryCount	int	u64
steam_api	SteamAPI_ISteamUserStats_GetLeaderboardName	IntPtr	u64
steam_api	SteamAPI_ISteamUserStats_GetLeaderboardSortMethod	ELeaderboardSortMethod	u64
steam_api	SteamAPI_ISteamUserStats_GetMostAchievedAchievementInfo	int	u64
steam_api	SteamAPI_ISteamUserStats_GetNextMostAchievedAchievementInfo	int	u64
steam_api	SteamAPI_ISteamUserStats_GetNumAchievements	uint	u64
steam_api	SteamAPI_ISteamUserStats_GetNumberOfCurrentPlayers	ulong	u64
steam_api	SteamAPI_ISteamUserStats_GetStatFloat	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetStatInt32	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetUserAchievement	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetUserAchievementAndUnlockTime	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetUserStatFloat	bool	u64
steam_api	SteamAPI_ISteamUserStats_GetUserStatInt32	bool	u64
steam_api	SteamAPI_ISteamUserStats_IndicateAchievementProgress	bool	u64
steam_api	SteamAPI_ISteamUserStats_RequestCurrentStats	bool	u64
steam_api	SteamAPI_ISteamUserStats_RequestGlobalAchievementPercentages	ulong	u64
steam_api	SteamAPI_ISteamUserStats_RequestGlobalStats	ulong	u64
steam_api	SteamAPI_ISteamUserStats_RequestUserStats	ulong	u64
steam_api	SteamAPI_ISteamUserStats_ResetAllStats	bool	u64
steam_api	SteamAPI_ISteamUserStats_SetAchievement	bool	u64
steam_api	SteamAPI_ISteamUserStats_SetStatFloat	bool	u64
steam_api	SteamAPI_ISteamUserStats_SetStatInt32	bool	u64
steam_api	SteamAPI_ISteamUserStats_StoreStats	bool	u64
steam_api	SteamAPI_ISteamUserStats_UpdateAvgRateStat	bool	u64
steam_api	SteamAPI_ISteamUserStats_UploadLeaderboardScore	ulong	u64
steam_api	SteamAPI_ISteamUser_AdvertiseGame	void	void
steam_api	SteamAPI_ISteamUser_BIsBehindNAT	bool	u64
steam_api	SteamAPI_ISteamUser_BIsPhoneIdentifying	bool	u64
steam_api	SteamAPI_ISteamUser_BIsPhoneRequiringVerification	bool	u64
steam_api	SteamAPI_ISteamUser_BIsPhoneVerified	bool	u64
steam_api	SteamAPI_ISteamUser_BIsTwoFactorEnabled	bool	u64
steam_api	SteamAPI_ISteamUser_BLoggedOn	bool	u64
steam_api	SteamAPI_ISteamUser_BSetDurationControlOnlineState	bool	u64
steam_api	SteamAPI_ISteamUser_BeginAuthSession	EBeginAuthSessionResult	u64
steam_api	SteamAPI_ISteamUser_CancelAuthTicket	void	void
steam_api	SteamAPI_ISteamUser_DecompressVoice	EVoiceResult	u64
steam_api	SteamAPI_ISteamUser_EndAuthSession	void	void
steam_api	SteamAPI_ISteamUser_GetAuthSessionTicket	uint	u64
steam_api	SteamAPI_ISteamUser_GetAuthTicketForWebApi	uint	u64
steam_api	SteamAPI_ISteamUser_GetAvailableVoice	EVoiceResult	u64
steam_api	SteamAPI_ISteamUser_GetDurationControl	ulong	u64
steam_api	SteamAPI_ISteamUser_GetEncryptedAppTicket	bool	u64
steam_api	SteamAPI_ISteamUser_GetGameBadgeLevel	int	u64
steam_api	SteamAPI_ISteamUser_GetHSteamUser	int	u64
steam_api	SteamAPI_ISteamUser_GetMarketEligibility	ulong	u64
steam_api	SteamAPI_ISteamUser_GetPlayerSteamLevel	int	u64
steam_api	SteamAPI_ISteamUser_GetSteamID	ulong	u64
steam_api	SteamAPI_ISteamUser_GetUserDataFolder	bool	u64
steam_api	SteamAPI_ISteamUser_GetVoice	EVoiceResult	u64
steam_api	SteamAPI_ISteamUser_GetVoiceOptimalSampleRate	uint	u64
steam_api	SteamAPI_ISteamUser_InitiateGameConnection_DEPRECATED	int	u64
steam_api	SteamAPI_ISteamUser_RequestEncryptedAppTicket	ulong	u64
steam_api	SteamAPI_ISteamUser_RequestStoreAuthURL	ulong	u64
steam_api	SteamAPI_ISteamUser_StartVoiceRecording	void	void
steam_api	SteamAPI_ISteamUser_StopVoiceRecording	void	void
steam_api	SteamAPI_ISteamUser_TerminateGameConnection_DEPRECATED	void	void
steam_api	SteamAPI_ISteamUser_TrackAppUsageEvent	void	void
steam_api	SteamAPI_ISteamUser_UserHasLicenseForApp	EUserHasLicenseForAppResult	u64
steam_api	SteamAPI_ISteamUtils_BOverlayNeedsPresent	bool	u64
steam_api	SteamAPI_ISteamUtils_CheckFileSignature	ulong	u64
steam_api	SteamAPI_ISteamUtils_DismissFloatingGamepadTextInput	bool	u64
steam_api	SteamAPI_ISteamUtils_FilterText	int	u64
steam_api	SteamAPI_ISteamUtils_GetAPICallFailureReason	ESteamAPICallFailure	u64
steam_api	SteamAPI_ISteamUtils_GetAPICallResult	bool	u64
steam_api	SteamAPI_ISteamUtils_GetAppID	uint	u64
steam_api	SteamAPI_ISteamUtils_GetConnectedUniverse	EUniverse	u64
steam_api	SteamAPI_ISteamUtils_GetCurrentBatteryPower	byte	u64
steam_api	SteamAPI_ISteamUtils_GetEnteredGamepadTextInput	bool	u64
steam_api	SteamAPI_ISteamUtils_GetEnteredGamepadTextLength	uint	u64
steam_api	SteamAPI_ISteamUtils_GetIPCCallCount	uint	u64
steam_api	SteamAPI_ISteamUtils_GetIPCountry	IntPtr	u64
steam_api	SteamAPI_ISteamUtils_GetIPv6ConnectivityState	ESteamIPv6ConnectivityState	u64
steam_api	SteamAPI_ISteamUtils_GetImageRGBA	bool	u64
steam_api	SteamAPI_ISteamUtils_GetImageSize	bool	u64
steam_api	SteamAPI_ISteamUtils_GetSecondsSinceAppActive	uint	u64
steam_api	SteamAPI_ISteamUtils_GetSecondsSinceComputerActive	uint	u64
steam_api	SteamAPI_ISteamUtils_GetServerRealTime	uint	u64
steam_api	SteamAPI_ISteamUtils_GetSteamUILanguage	IntPtr	u64
steam_api	SteamAPI_ISteamUtils_InitFilterText	bool	u64
steam_api	SteamAPI_ISteamUtils_IsAPICallCompleted	bool	u64
steam_api	SteamAPI_ISteamUtils_IsOverlayEnabled	bool	u64
steam_api	SteamAPI_ISteamUtils_IsSteamChinaLauncher	bool	u64
steam_api	SteamAPI_ISteamUtils_IsSteamInBigPictureMode	bool	u64
steam_api	SteamAPI_ISteamUtils_IsSteamRunningInVR	bool	u64
steam_api	SteamAPI_ISteamUtils_IsSteamRunningOnSteamDeck	bool	u64
steam_api	SteamAPI_ISteamUtils_IsVRHeadsetStreamingEnabled	bool	u64
steam_api	SteamAPI_ISteamUtils_SetGameLauncherMode	void	void
steam_api	SteamAPI_ISteamUtils_SetOverlayNotificationInset	void	void
steam_api	SteamAPI_ISteamUtils_SetOverlayNotificationPosition	void	void
steam_api	SteamAPI_ISteamUtils_SetVRHeadsetStreamingEnabled	void	void
steam_api	SteamAPI_ISteamUtils_SetWarningMessageHook	void	void
steam_api	SteamAPI_ISteamUtils_ShowFloatingGamepadTextInput	bool	u64
steam_api	SteamAPI_ISteamUtils_ShowGamepadTextInput	bool	u64
steam_api	SteamAPI_ISteamUtils_StartVRDashboard	void	void
steam_api	SteamAPI_ISteamVideo_GetOPFSettings	void	void
steam_api	SteamAPI_ISteamVideo_GetOPFStringForApp	bool	u64
steam_api	SteamAPI_ISteamVideo_GetVideoURL	void	void
steam_api	SteamAPI_ISteamVideo_IsBroadcasting	bool	u64
steam_api	SteamAPI_Init	bool	u64
steam_api	SteamAPI_IsSteamRunning	bool	u64
steam_api	SteamAPI_ManualDispatch_FreeLastCallback	void	void
steam_api	SteamAPI_ManualDispatch_GetAPICallResult	bool	u64
steam_api	SteamAPI_ManualDispatch_GetNextCallback	bool	u64
steam_api	SteamAPI_ManualDispatch_Init	void	void
steam_api	SteamAPI_ManualDispatch_RunFrame	void	void
steam_api	SteamAPI_RegisterCallResult	void	void
steam_api	SteamAPI_RegisterCallback	void	void
steam_api	SteamAPI_ReleaseCurrentThreadMemory	void	void
steam_api	SteamAPI_RestartAppIfNecessary	bool	u64
steam_api	SteamAPI_RunCallbacks	void	void
steam_api	SteamAPI_SetBreakpadAppID	void	void
steam_api	SteamAPI_SetMiniDumpComment	void	void
steam_api	SteamAPI_SetTryCatchCallbacks	void	void
steam_api	SteamAPI_Shutdown	void	void
steam_api	SteamAPI_SteamNetworkingIPAddr_Clear	void	void
steam_api	SteamAPI_SteamNetworkingIPAddr_GetFakeIPType	ESteamNetworkingFakeIPType	u64
steam_api	SteamAPI_SteamNetworkingIPAddr_GetIPv4	uint	u64
steam_api	SteamAPI_SteamNetworkingIPAddr_IsEqualTo	bool	u64
steam_api	SteamAPI_SteamNetworkingIPAddr_IsFakeIP	bool	u64
steam_api	SteamAPI_SteamNetworkingIPAddr_IsIPv4	bool	u64
steam_api	SteamAPI_SteamNetworkingIPAddr_IsIPv6AllZeros	bool	u64
steam_api	SteamAPI_SteamNetworkingIPAddr_IsLocalHost	bool	u64
steam_api	SteamAPI_SteamNetworkingIPAddr_ParseString	bool	u64
steam_api	SteamAPI_SteamNetworkingIPAddr_SetIPv4	void	void
steam_api	SteamAPI_SteamNetworkingIPAddr_SetIPv6	void	void
steam_api	SteamAPI_SteamNetworkingIPAddr_SetIPv6LocalHost	void	void
steam_api	SteamAPI_SteamNetworkingIPAddr_ToString	void	void
steam_api	SteamAPI_SteamNetworkingIdentity_Clear	void	void
steam_api	SteamAPI_SteamNetworkingIdentity_GetFakeIPType	ESteamNetworkingFakeIPType	u64
steam_api	SteamAPI_SteamNetworkingIdentity_GetGenericBytes	IntPtr	u64
steam_api	SteamAPI_SteamNetworkingIdentity_GetGenericString	IntPtr	u64
steam_api	SteamAPI_SteamNetworkingIdentity_GetIPAddr	IntPtr	u64
steam_api	SteamAPI_SteamNetworkingIdentity_GetIPv4	uint	u64
steam_api	SteamAPI_SteamNetworkingIdentity_GetPSNID	ulong	u64
steam_api	SteamAPI_SteamNetworkingIdentity_GetStadiaID	ulong	u64
steam_api	SteamAPI_SteamNetworkingIdentity_GetSteamID	ulong	u64
steam_api	SteamAPI_SteamNetworkingIdentity_GetSteamID64	ulong	u64
steam_api	SteamAPI_SteamNetworkingIdentity_GetXboxPairwiseID	IntPtr	u64
steam_api	SteamAPI_SteamNetworkingIdentity_IsEqualTo	bool	u64
steam_api	SteamAPI_SteamNetworkingIdentity_IsFakeIP	bool	u64
steam_api	SteamAPI_SteamNetworkingIdentity_IsInvalid	bool	u64
steam_api	SteamAPI_SteamNetworkingIdentity_IsLocalHost	bool	u64
steam_api	SteamAPI_SteamNetworkingIdentity_ParseString	bool	u64
steam_api	SteamAPI_SteamNetworkingIdentity_SetGenericBytes	bool	u64
steam_api	SteamAPI_SteamNetworkingIdentity_SetGenericString	bool	u64
steam_api	SteamAPI_SteamNetworkingIdentity_SetIPAddr	IntPtr	u64
steam_api	SteamAPI_SteamNetworkingIdentity_SetIPv4Addr	void	void
steam_api	SteamAPI_SteamNetworkingIdentity_SetLocalHost	void	void
steam_api	SteamAPI_SteamNetworkingIdentity_SetPSNID	void	void
steam_api	SteamAPI_SteamNetworkingIdentity_SetStadiaID	void	void
steam_api	SteamAPI_SteamNetworkingIdentity_SetSteamID	void	void
steam_api	SteamAPI_SteamNetworkingIdentity_SetSteamID64	void	void
steam_api	SteamAPI_SteamNetworkingIdentity_SetXboxPairwiseID	bool	u64
steam_api	SteamAPI_SteamNetworkingIdentity_ToString	void	void
steam_api	SteamAPI_SteamNetworkingMessage_t_Release	void	void
steam_api	SteamAPI_UnregisterCallResult	void	void
steam_api	SteamAPI_UnregisterCallback	void	void
steam_api	SteamAPI_UseBreakpadCrashHandler	void	void
steam_api	SteamAPI_WriteMiniDump	void	void
steam_api	SteamClient	IntPtr	u64
steam_api	SteamGameServerClient	IntPtr	u64
steam_api	SteamGameServer_BSecure	bool	u64
steam_api	SteamGameServer_GetHSteamPipe	int	u64
steam_api	SteamGameServer_GetHSteamUser	int	u64
steam_api	SteamGameServer_GetSteamID	ulong	u64
steam_api	SteamGameServer_ReleaseCurrentThreadMemory	void	void
steam_api	SteamGameServer_RunCallbacks	void	void
steam_api	SteamGameServer_Shutdown	void	void
steam_api	SteamInternal_ContextInit	IntPtr	u64
steam_api	SteamInternal_CreateInterface	IntPtr	u64
steam_api	SteamInternal_FindOrCreateGameServerInterface	IntPtr	u64
steam_api	SteamInternal_FindOrCreateUserInterface	IntPtr	u64
steam_api	SteamInternal_GameServer_Init	bool	u64
